**** 13 ****
250
101;10;2;1;
15;71;1;2;
85;80;1;2;
84;15;2;1;
11;90;1;2;
74;16;1;2;
87;86;2;1;
16;17;2;1;
18;17;1;2;
93;12;1;2;
12;15;1;2;
13;99;2;1;
15;16;1;2;
92;84;1;2;
77;14;2;1;
82;14;1;2;
16;14;2;1;
93;14;2;1;
15;14;2;1;
12;19;2;1;
13;89;2;1;
16;12;1;2;
13;83;1;2;
14;78;2;1;
13;15;2;1;
86;73;1;2;
18;87;1;2;
84;101;1;2;
81;13;1;2;
14;15;1;2;
20;9;1;2;
89;11;2;1;
16;15;2;1;
16;92;1;2;
79;13;1;2;
16;13;2;1;
86;84;2;1;
83;13;2;1;
13;88;2;1;
12;14;2;1;
17;80;1;2;
17;82;2;1;
85;18;1;2;
21;14;1;2;
83;13;2;1;
13;12;2;1;
85;17;1;2;
13;14;1;2;
76;15;2;1;
14;19;2;1;
80;5;2;1;
83;15;1;2;
81;13;2;1;
14;93;1;2;
19;14;2;1;
87;90;2;1;
15;93;1;2;
85;89;2;1;
12;16;2;1;
85;18;1;2;
15;90;1;2;
18;70;2;1;
82;86;1;2;
14;16;2;1;
14;78;1;2;
86;84;1;2;
90;77;1;2;
13;80;2;1;
17;13;1;2;
16;14;2;1;
85;16;1;2;
74;18;1;2;
82;81;1;2;
81;11;2;1;
16;98;1;2;
78;79;2;1;
98;82;1;2;
17;15;1;2;
20;14;2;1;
13;85;2;1;
80;82;1;2;
83;83;2;1;
13;87;2;1;
13;19;2;1;
16;19;2;1;
91;87;2;1;
83;13;1;2;
13;88;2;1;
16;92;1;2;
21;17;2;1;
16;15;1;2;
17;14;1;2;
17;15;2;1;
11;9;1;2;
87;13;2;1;
18;88;2;1;
11;17;1;2;
16;77;1;2;
98;96;1;2;
15;14;1;2;
83;14;2;1;
90;87;1;2;
14;83;1;2;
11;79;1;2;
14;13;2;1;
18;78;1;2;
90;82;2;1;
14;92;1;2;
76;92;2;1;
16;86;2;1;
96;86;2;1;
17;76;2;1;
8;19;1;2;
19;86;2;1;
15;11;1;2;
90;12;2;1;
12;16;1;2;
73;13;2;1;
90;10;1;2;
90;15;1;2;
80;18;1;2;
13;16;1;2;
80;91;2;1;
85;84;2;1;
11;15;1;2;
82;81;1;2;
89;14;1;2;
85;15;2;1;
78;84;1;2;
78;80;1;2;
18;18;2;1;
73;13;1;2;
88;82;2;1;
17;88;1;2;
19;85;1;2;
92;79;1;2;
74;78;1;2;
93;87;2;1;
100;13;1;2;
88;20;2;1;
79;89;1;2;
16;18;1;2;
92;17;1;2;
16;10;1;2;
17;79;2;1;
14;11;2;1;
19;88;2;1;
16;95;2;1;
15;15;1;2;
87;12;1;2;
79;18;2;1;
85;87;1;2;
13;84;1;2;
15;16;1;2;
14;76;1;2;
17;15;2;1;
79;90;2;1;
16;15;1;2;
94;87;1;2;
17;17;2;1;
12;88;2;1;
10;18;2;1;
83;16;2;1;
13;82;1;2;
14;13;2;1;
100;86;2;1;
85;79;1;2;
15;82;1;2;
17;10;2;1;
18;11;2;1;
91;16;2;1;
17;20;2;1;
79;86;2;1;
15;12;1;2;
82;14;1;2;
18;11;1;2;
17;12;2;1;
12;78;2;1;
11;15;2;1;
78;78;2;1;
9;94;2;1;
77;96;1;2;
12;80;2;1;
17;78;1;2;
13;19;2;1;
88;18;2;1;
19;20;2;1;
91;12;1;2;
90;19;1;2;
89;14;2;1;
93;13;2;1;
90;16;2;1;
81;89;1;2;
18;16;2;1;
86;16;2;1;
16;87;1;2;
82;17;1;2;
10;77;2;1;
16;97;1;2;
87;20;2;1;
13;16;1;2;
74;82;2;1;
98;16;2;1;
15;84;2;1;
20;18;2;1;
19;15;2;1;
76;9;2;1;
87;16;1;2;
95;80;1;2;
84;80;1;2;
17;16;2;1;
18;82;1;2;
94;12;2;1;
12;16;2;1;
10;87;1;2;
92;90;1;2;
16;80;1;2;
71;17;2;1;
14;22;1;2;
83;96;1;2;
14;86;1;2;
84;80;2;1;
13;80;2;1;
17;88;1;2;
77;11;1;2;
16;88;1;2;
82;95;1;2;
95;83;2;1;
92;77;1;2;
83;13;1;2;
21;17;1;2;
83;91;1;2;
88;14;1;2;
85;86;2;1;
91;14;1;2;
19;82;2;1;
15;84;1;2;
17;11;2;1;
12;98;1;2;
88;14;2;1;
87;88;1;2;
94;12;2;1;
79;18;2;1;
16;15;2;1;
16;82;1;2;
11;90;2;1;
13;92;2;1;
87;90;2;1;
89;70;1;2;
9;12;2;1;
0;23;25
1;50;30
2;144;73
3;241;63
4;623;79
5;836;28
6;1056;41
7;1152;30
8;1194;67
9;1391;77
10;1495;26
11;1670;15
12;1937;60
13;2020;43
14;2420;74
15;2748;27
16;2826;19
17;3061;24
18;3192;29
19;3287;26
20;3440;37
21;3622;75
22;3764;24
23;3796;77
24;3889;20
25;4024;79
26;4288;68
27;4376;45
28;4452;58
29;4543;76
30;4680;85
31;4772;17
32;4793;36
33;5166;62
34;5270;48
35;5324;24
36;5393;79
37;5580;32
38;5636;48
39;5736;29
40;5856;50
41;5936;61
42;6223;16
43;6338;79
44;6438;53
45;6833;64
46;6901;62
47;7025;40
48;7405;64
49;7613;45
50;7755;34
51;7815;53
52;8006;18
53;8084;24
54;8232;24
55;8647;38
56;8704;44
57;8960;77
58;9041;85
59;9189;16
60;9212;40
61;9386;84
62;9521;39
63;9610;72
64;10039;54
65;10177;33
66;10233;34
67;10352;32
68;10575;54
69;10794;44
70;10862;59
71;11058;27
72;11132;77
73;11244;24
74;11269;57
75;11331;61
76;11668;67
77;11770;82
78;11889;39
79;11942;68
80;12066;22
81;12145;33
82;12331;40
83;12419;33
84;12611;71
85;12729;67
86;12907;33
87;13074;71
88;13176;33
89;13228;20
90;13425;30
91;13613;44
92;13660;25
93;13879;72
94;14119;40
95;14193;84
96;14398;20
97;14473;47
98;14777;61
99;14951;33
*** EOF ***
