**** 10 ****
250
12;14;2;1;
22;14;1;2;
14;15;1;2;
77;12;2;1;
78;13;1;2;
14;82;1;2;
81;76;2;1;
86;15;2;1;
15;15;1;2;
81;82;1;2;
79;20;1;2;
11;13;2;1;
16;21;1;2;
11;85;1;2;
82;16;2;1;
82;77;1;2;
83;18;2;1;
80;15;2;1;
97;90;2;1;
16;87;2;1;
17;80;2;1;
10;17;1;2;
16;13;1;2;
78;90;2;1;
17;83;2;1;
13;78;1;2;
15;95;1;2;
13;13;1;2;
15;12;1;2;
88;90;1;2;
76;92;1;2;
13;15;2;1;
9;75;2;1;
82;12;1;2;
12;86;1;2;
81;16;2;1;
19;16;2;1;
105;14;2;1;
82;16;2;1;
15;14;2;1;
87;97;1;2;
85;17;2;1;
83;78;1;2;
85;13;1;2;
90;15;2;1;
18;82;2;1;
16;80;1;2;
12;85;1;2;
89;13;2;1;
16;87;2;1;
84;90;2;1;
79;14;1;2;
89;88;2;1;
16;13;1;2;
19;14;2;1;
18;79;2;1;
79;12;1;2;
95;82;2;1;
14;75;2;1;
87;88;1;2;
89;14;1;2;
15;90;2;1;
93;19;1;2;
82;20;2;1;
80;20;1;2;
86;17;1;2;
95;15;1;2;
19;14;2;1;
14;80;1;2;
91;85;2;1;
17;76;1;2;
89;14;1;2;
91;17;1;2;
79;84;2;1;
15;20;1;2;
12;14;2;1;
16;17;1;2;
98;81;1;2;
94;22;2;1;
12;16;2;1;
12;71;1;2;
20;13;2;1;
85;14;2;1;
16;15;2;1;
95;83;2;1;
87;92;2;1;
92;78;1;2;
85;83;2;1;
77;91;1;2;
82;77;2;1;
87;15;1;2;
94;95;1;2;
92;12;2;1;
11;93;1;2;
11;13;2;1;
10;85;2;1;
16;21;1;2;
20;90;1;2;
84;76;1;2;
17;83;1;2;
88;16;2;1;
14;12;1;2;
90;14;1;2;
12;90;1;2;
15;13;2;1;
89;12;1;2;
12;19;2;1;
83;15;1;2;
22;20;2;1;
88;14;2;1;
13;16;2;1;
79;91;2;1;
18;83;1;2;
80;91;2;1;
85;17;1;2;
84;15;2;1;
84;13;1;2;
90;17;2;1;
84;13;1;2;
87;22;1;2;
14;77;1;2;
78;14;1;2;
14;16;2;1;
81;88;2;1;
83;16;1;2;
92;16;1;2;
81;17;1;2;
79;15;2;1;
76;13;1;2;
8;17;1;2;
90;87;2;1;
93;15;1;2;
17;17;2;1;
18;81;1;2;
84;100;1;2;
9;79;1;2;
16;84;1;2;
11;10;2;1;
78;80;1;2;
15;71;2;1;
15;78;1;2;
16;80;1;2;
13;88;1;2;
82;8;1;2;
17;83;2;1;
19;95;2;1;
88;17;2;1;
16;10;2;1;
15;85;1;2;
85;84;1;2;
93;16;2;1;
17;10;1;2;
15;100;1;2;
91;85;1;2;
21;84;1;2;
92;14;2;1;
79;79;2;1;
89;12;1;2;
81;16;1;2;
16;17;2;1;
11;98;2;1;
79;16;2;1;
83;82;2;1;
21;13;1;2;
96;17;2;1;
14;18;2;1;
86;93;1;2;
15;86;1;2;
89;12;2;1;
15;81;2;1;
14;83;2;1;
15;13;2;1;
77;74;2;1;
91;81;1;2;
11;11;1;2;
82;18;1;2;
20;17;2;1;
96;14;2;1;
12;17;2;1;
13;89;2;1;
13;78;2;1;
17;19;1;2;
93;16;2;1;
96;86;1;2;
16;84;2;1;
17;16;2;1;
84;91;2;1;
19;14;1;2;
18;19;1;2;
77;12;2;1;
18;5;2;1;
79;19;2;1;
13;15;1;2;
79;16;2;1;
14;16;2;1;
12;96;1;2;
75;87;1;2;
87;92;2;1;
91;80;1;2;
14;83;2;1;
8;12;1;2;
89;14;2;1;
87;16;2;1;
15;86;2;1;
14;85;2;1;
18;76;2;1;
13;9;2;1;
16;76;1;2;
89;13;1;2;
86;17;1;2;
81;11;2;1;
15;13;1;2;
17;20;2;1;
16;17;2;1;
84;20;1;2;
16;19;1;2;
84;77;1;2;
18;90;2;1;
18;14;1;2;
12;84;1;2;
79;74;1;2;
96;12;2;1;
13;79;2;1;
9;10;1;2;
95;79;1;2;
86;16;1;2;
94;87;1;2;
87;78;2;1;
84;15;1;2;
14;79;1;2;
10;12;1;2;
90;82;1;2;
77;83;1;2;
76;12;2;1;
12;16;1;2;
91;88;2;1;
18;18;1;2;
18;17;2;1;
16;11;1;2;
82;80;2;1;
7;75;1;2;
13;15;2;1;
83;91;2;1;
14;14;2;1;
85;19;1;2;
89;13;2;1;
87;12;2;1;
92;10;2;1;
15;14;1;2;
93;86;2;1;
0;196;45
1;320;16
2;377;84
3;498;56
4;658;18
5;1037;18
6;1136;66
7;1275;15
8;1364;49
9;1424;40
10;1535;27
11;1568;24
12;1684;83
13;1859;38
14;2317;52
15;2397;74
16;2669;36
17;3147;52
18;3267;33
19;3401;20
20;3464;84
21;3680;21
22;3723;49
23;3879;62
24;3969;78
25;4056;26
26;4245;24
27;4330;28
28;4480;36
29;4520;34
30;4615;25
31;4971;75
32;5065;54
33;5178;59
34;5288;16
35;5420;71
36;5709;82
37;5893;30
38;5924;74
39;6256;67
40;6359;25
41;6460;21
42;6503;39
43;6684;50
44;6759;74
45;6893;48
46;6976;21
47;7068;83
48;7288;41
49;7362;17
50;7447;17
51;7556;72
52;7758;16
53;7835;79
54;7926;35
55;7978;37
56;8185;37
57;8235;27
58;8271;45
59;8362;17
60;8385;16
61;8718;74
62;8817;40
63;9087;26
64;9210;32
65;9479;24
66;9555;24
67;9622;48
68;9836;49
69;9945;83
70;10085;75
71;10315;63
72;10468;52
73;10581;39
74;10641;15
75;10754;15
76;11063;70
77;11134;46
78;11222;78
79;11836;29
80;11891;23
81;11945;83
82;12102;81
83;12195;16
84;12247;64
85;12351;60
86;12433;24
87;12471;74
88;12683;58
89;12814;79
90;13156;59
91;13681;30
92;13737;22
93;14065;19
94;14166;63
95;14348;42
96;14492;77
97;14608;26
98;14702;35
99;14946;55
*** EOF ***
