**** 16 ****
250
18;77;2;1;
17;83;1;2;
83;11;1;2;
92;83;2;1;
99;88;1;2;
18;78;1;2;
14;99;2;1;
86;80;2;1;
104;94;1;2;
84;82;1;2;
88;17;1;2;
76;13;2;1;
88;14;1;2;
17;76;1;2;
16;93;2;1;
12;16;1;2;
15;14;2;1;
81;84;2;1;
90;97;2;1;
74;12;2;1;
13;87;2;1;
18;17;1;2;
15;16;1;2;
87;16;2;1;
16;15;2;1;
80;21;1;2;
21;10;1;2;
15;16;1;2;
86;17;1;2;
14;93;1;2;
16;11;1;2;
14;13;2;1;
15;17;2;1;
80;18;1;2;
12;12;1;2;
88;84;2;1;
14;16;2;1;
15;87;2;1;
92;96;2;1;
87;95;2;1;
91;17;1;2;
86;88;2;1;
88;77;1;2;
73;93;1;2;
14;22;2;1;
18;74;2;1;
11;19;1;2;
81;22;1;2;
16;15;2;1;
68;78;2;1;
12;21;2;1;
14;69;1;2;
81;21;2;1;
13;16;1;2;
16;16;2;1;
98;93;2;1;
92;17;1;2;
11;15;2;1;
20;77;2;1;
91;13;1;2;
84;16;1;2;
15;86;2;1;
87;89;1;2;
71;16;2;1;
11;92;1;2;
12;95;1;2;
77;13;1;2;
12;18;2;1;
74;90;1;2;
77;17;2;1;
15;86;1;2;
17;89;1;2;
14;88;1;2;
80;68;2;1;
73;12;1;2;
10;17;2;1;
13;19;1;2;
16;14;1;2;
18;19;2;1;
85;75;2;1;
12;83;1;2;
91;82;2;1;
74;17;2;1;
14;15;2;1;
89;19;2;1;
89;16;2;1;
79;90;1;2;
78;93;2;1;
77;11;1;2;
15;11;2;1;
91;85;1;2;
76;12;1;2;
95;91;2;1;
15;80;1;2;
12;88;2;1;
16;18;2;1;
72;16;1;2;
79;78;1;2;
13;16;1;2;
91;12;1;2;
14;18;2;1;
22;10;1;2;
99;13;1;2;
10;16;1;2;
18;16;2;1;
80;15;1;2;
71;16;2;1;
17;92;1;2;
15;81;2;1;
13;85;2;1;
84;80;2;1;
100;15;2;1;
15;90;1;2;
18;83;2;1;
81;106;1;2;
85;15;2;1;
15;86;1;2;
94;20;2;1;
11;81;1;2;
12;88;1;2;
16;91;1;2;
91;12;1;2;
93;88;2;1;
88;80;2;1;
79;12;1;2;
12;91;1;2;
79;11;1;2;
79;91;2;1;
19;88;1;2;
89;13;1;2;
89;92;2;1;
13;11;1;2;
17;106;2;1;
13;15;1;2;
14;17;1;2;
78;77;1;2;
16;82;1;2;
13;12;2;1;
15;14;1;2;
82;15;2;1;
73;20;1;2;
20;15;1;2;
91;13;1;2;
89;16;1;2;
84;86;2;1;
14;77;2;1;
77;88;2;1;
86;16;2;1;
92;86;1;2;
18;93;1;2;
83;15;2;1;
87;15;1;2;
20;13;1;2;
77;14;1;2;
79;13;1;2;
13;14;2;1;
91;75;2;1;
85;11;1;2;
81;15;1;2;
82;16;2;1;
15;86;2;1;
14;82;2;1;
79;9;2;1;
12;75;1;2;
94;13;2;1;
78;15;2;1;
13;13;1;2;
87;83;1;2;
76;16;2;1;
13;83;2;1;
20;15;2;1;
81;17;2;1;
85;9;2;1;
81;86;1;2;
91;82;1;2;
15;82;1;2;
16;16;2;1;
83;14;2;1;
86;90;2;1;
92;15;2;1;
89;87;2;1;
82;83;1;2;
81;16;2;1;
18;15;1;2;
18;13;2;1;
84;83;2;1;
92;86;2;1;
17;13;1;2;
78;96;1;2;
15;91;2;1;
13;78;2;1;
12;80;2;1;
14;79;1;2;
79;78;2;1;
15;95;2;1;
17;16;1;2;
84;15;1;2;
20;86;2;1;
16;91;1;2;
83;14;2;1;
84;21;1;2;
17;12;2;1;
82;15;2;1;
96;91;2;1;
94;13;2;1;
20;17;2;1;
15;14;2;1;
14;87;1;2;
12;86;1;2;
88;87;1;2;
75;78;2;1;
10;18;1;2;
18;84;2;1;
12;14;2;1;
16;13;1;2;
82;11;1;2;
13;89;1;2;
87;90;2;1;
18;89;1;2;
87;18;1;2;
82;89;1;2;
91;94;2;1;
15;13;2;1;
84;85;1;2;
13;75;1;2;
14;17;1;2;
15;16;1;2;
13;17;2;1;
84;16;1;2;
17;18;1;2;
72;88;1;2;
89;11;1;2;
15;12;1;2;
15;11;2;1;
87;78;1;2;
13;80;2;1;
82;13;1;2;
86;94;2;1;
14;82;1;2;
15;11;2;1;
13;15;1;2;
16;21;2;1;
10;15;2;1;
17;18;2;1;
87;85;1;2;
73;9;2;1;
83;84;2;1;
10;11;2;1;
19;81;1;2;
89;23;2;1;
0;142;43
1;444;30
2;553;71
3;738;35
4;806;76
5;938;42
6;1068;44
7;1284;33
8;1343;70
9;1456;24
10;1536;64
11;1668;71
12;2044;19
13;2128;83
14;2266;61
15;2574;22
16;2598;48
17;2650;16
18;2697;72
19;3001;39
20;3098;15
21;3176;79
22;3332;81
23;3508;15
24;3829;54
25;3929;16
26;4024;57
27;4264;19
28;4418;16
29;4550;60
30;4637;57
31;4823;80
32;5051;42
33;5450;50
34;5623;70
35;5844;56
36;6280;85
37;6423;70
38;6497;67
39;6806;54
40;6990;25
41;7080;38
42;7162;57
43;7332;61
44;7484;85
45;7831;23
46;7947;36
47;8072;76
48;8174;66
49;8246;28
50;8386;84
51;8495;56
52;8679;29
53;8750;19
54;8949;82
55;9154;29
56;9460;53
57;9616;52
58;9681;74
59;9808;38
60;9849;82
61;10075;41
62;10121;23
63;10369;73
64;10580;60
65;10655;24
66;10687;44
67;10802;83
68;11092;41
69;11147;44
70;11196;48
71;11245;19
72;11516;23
73;11609;49
74;11719;74
75;11798;42
76;11912;56
77;12203;46
78;12294;15
79;12404;76
80;12567;79
81;12657;33
82;12707;21
83;12842;84
84;12948;21
85;13008;27
86;13164;39
87;13219;33
88;13284;55
89;13358;20
90;13390;51
91;13455;82
92;13569;15
93;13883;33
94;13925;71
95;14088;71
96;14261;82
97;14551;22
98;14588;25
99;14722;38
*** EOF ***
